IxxstCcJlsc,1,1,
xn1Qi9YsXSs,0,52
nHyYzezYWe0,2,38
sDhoDYBGX18,1,41
dQw4w9WgXcQ,0,45
RBumgq5yVrA,1,26
FT8gaiNVqOM,2,37
